Report Number,Route Type,Road Name,Cross-Street Name,Collision Type,Municipality,Weather,Surface Condition,Traffic Control,Speed Limit,Latitude,Longitude,Date,Time,Year,Month,Day
DD5642003J,Municipality,WOOTTON PKWY,PRESERVE PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.06696433,-77.150338,2022-09-16,17:59:00,2022,9,16
DD56120038,Maryland (State),E JEFFERSON ST,MARYLAND AVE,OTHER,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,30,39.08272152,-77.15119914,2023-01-17,08:34:00,2023,1,17
DD56520024,Municipality,TWINBROOK PKWY,LINTHICUM ST,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08048658,-77.1134146,2023-01-11,15:56:00,2023,1,11
DD56040049,Municipality,E GUDE DR,ROTHGEB DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,40,39.09608899,-77.13443473,2022-08-10,16:45:00,2022,8,10
DD56040049,Municipality,E GUDE DR,ROTHGEB DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,40,39.09608899,-77.13443473,2022-08-10,16:45:00,2022,8,10
DD559500CJ,Municipality,W GUDE DR,PICCARD DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.1020095,-77.1769335,2022-12-20,08:48:00,2022,12,20
MCP22860049,Maryland (State),HUNGERFORD DR,FREDERICK AVE #2,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09421333,-77.15311833,2022-04-22,16:18:00,2022,4,22
DD561500BC,Maryland (State),ROCKVILLE PIKE,CHURCH ST,SAME DIRECTION SIDESWIPE,ROCKVILLE,,DRY,NO CONTROLS,40,39.08354189,-77.14691786,2021-07-05,07:00:00,2021,7,5
DD55020075,Municipality,MANNAKEE ST,ANDERSON AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,PERSON,25,39.08684969,-77.16733954,2023-03-09,10:49:00,2023,3,9
DD5642002P,Maryland (State),ROCKVILLE PIKE,CONGRESSIONAL LA,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.064472,-77.12610983,2022-02-01,19:50:00,2022,2,1
DD559500BB,Maryland (State),VEIRS MILL RD,WOODBURN RD,OTHER,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.08737833,-77.23712167,2021-11-18,18:42:00,2021,11,18
MCP30580048,Maryland (State),HUNGERFORD DR,E MIDDLE LA,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08512419,-77.14807922,2021-08-05,16:14:00,2021,8,5
DD5617002K,Municipality,FREDERICK AVE,N STONESTREET AVE,OPPOSITE DIRECTION SIDESWIPE,ROCKVILLE,,,STOP SIGN,25,39.09426333,-77.15069,2021-06-18,19:17:00,2021,6,18
DD559500BX,Maryland (State),NORBECK RD,AVERY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.07997592,-77.13826298,2022-06-29,18:20:00,2022,6,29
DD56680008,Maryland (State),ROCKVILLE PIKE,MT VERNON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,RAINING,SLUSH,NO CONTROLS,45,39.07886264,-77.14138294,2023-06-21,11:03:00,2023,6,21
DD5628004Z,Maryland (State),ROCKVILLE PIKE,CHURCH ST,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,OTHER,35,39.0842195,-77.1462342,2021-09-15,14:35:00,2021,9,15
DD5648000F,Maryland (State),ROCKVILLE PIKE,W EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,40,39.075961,-77.13791017,2021-11-13,00:15:00,2021,11,13
DD5540002C,Maryland (State),FREDERICK RD,W GUDE DR,HEAD ON,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10657595,-77.15855366,2022-12-30,15:08:00,2022,12,30
DD5607003V,Maryland (State),W MONTGOMERY AVE,WILLIAMS ST,SINGLE VEHICLE,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.0842015,-77.1581365,2022-07-03,02:10:00,2022,7,3
DD56520013,Municipality,E MIDDLE LA,N WASHINGTON ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08529033,-77.15248617,2022-07-25,13:57:00,2022,7,25
MCP29310056,County,MONTROSE RD,TOWER OAKS BLVD,ANGLE MEETS RIGHT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.05566333,-77.14971333,2021-07-27,18:58:00,2021,7,27
DD5650000G,Municipality,WOOTTON PKWY,SEVEN LOCKS RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.06686766,-77.16158853,2021-08-19,09:43:00,2021,8,19
DD5630003H,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,40,39.0743407,-77.1138192,2021-04-30,17:49:00,2021,4,30
DD56520018,Maryland (State),ROCKVILLE PIKE,MT VERNON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,,NO CONTROLS,35,39.07888,-77.14197,2022-09-14,09:34:00,2022,9,14
MCP2864003V,County,SHADY GROVE RD,RESEARCH BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10511833,-77.190255,2021-01-07,15:42:00,2021,1,7
DD5653001G,Maryland (State),W MONTGOMERY AVE,ADCLARE RD,SAME DIRECTION LEFT TURN,ROCKVILLE,,,NO CONTROLS,0,39.08566889,-77.16931533,2022-04-05,08:54:00,2022,4,5
MCP32830019,Maryland (State),FIRST ST,GRANDIN AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.08101,-77.137575,2022-03-04,19:59:00,2022,3,4
DD56200064,Maryland (State),W MONTGOMERY AVE,FALLSGROVE DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.105635,-77.18329833,2021-01-22,10:50:00,2021,1,22
MCP3123004G,Maryland (State),W MONTGOMERY AVE,FALLSGROVE DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.0997407,-77.184873,2022-09-18,11:23:00,2022,9,18
MCP3200005G,Maryland (State),ROCKVILLE PIKE,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,35,39.0763645,-77.13777933,2022-04-21,16:35:00,2022,4,21
DD5642003M,Maryland (State),ROCKVILLE PIKE,TEMPLETON PL,SAME DIRECTION LEFT TURN,ROCKVILLE,,DRY,,40,39.06739483,-77.1288155,2022-09-29,15:59:00,2022,9,29
DD56200090,Municipality,WOOTTON PKWY,S FALLSMEAD WAY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,30,39.07187003,-77.17850147,2023-01-07,13:00:00,2023,1,7
DD56240051,Maryland (State),FIRST ST,GRANDIN AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.08198658,-77.13717846,2021-11-06,14:17:00,2021,11,6
DD5631004R,Municipality,CONGRESSIONAL LA,E JEFFERSON ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.0632875,-77.127915,2023-02-14,18:00:00,2023,2,14
DD5650002C,Maryland (State),VEIRS MILL RD,BROADWOOD DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.077226,-77.124718,2022-11-11,16:38:00,2022,11,11
EJ7884002N,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.11506997,-77.18539685,2021-08-19,20:59:00,2021,8,19
MCP1227001F,Maryland (State),ROCKVILLE PIKE,CONGRESSIONAL LA,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.06429606,-77.12634225,2021-09-19,12:22:00,2021,9,19
DD56500024,Municipality,W GUDE DR,PICCARD DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10169633,-77.17731483,2022-09-17,15:06:00,2022,9,17
MCP2290003C,Municipality,RESERVE CHAMPION DR,RIDGEMONT AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.11486015,-77.17607061,2021-12-22,07:46:00,2021,12,22
DD56470009,Municipality,RIDGWAY AVE,LEMAY RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.06680017,-77.1214165,2021-01-27,17:05:00,2021,1,27
DD5603009N,Maryland (State),HUNGERFORD DR,N WASHINGTON ST,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.09199966,-77.15354071,2023-04-13,18:37:00,2023,4,13
DD5646000X,Municipality,N STONESTREET AVE,CRABB AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08927083,-77.14873233,2021-03-06,12:20:00,2021,3,6
DD5641001P,Municipality,COLLEGE PKWY,RUTGERS ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,30,39.10265808,-77.15745759,2021-01-20,15:45:00,2021,1,20
DD5635003S,Maryland (State),FREDERICK RD,W GUDE DR,SINGLE VEHICLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,45,39.10704733,-77.15886367,2021-06-14,15:59:00,2021,6,14
DD5650000G,Municipality,WOOTTON PKWY,SEVEN LOCKS RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.06686766,-77.16158853,2021-08-19,09:43:00,2021,8,19
DD56600009,Maryland (State),HUNGERFORD DR,E MIDDLE LA,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.085186,-77.1480525,2023-04-01,17:30:00,2023,4,1
MCP2930003G,Maryland (State),HUNGERFORD DR,MANNAKEE ST,SAME DIRECTION RIGHT TURN,ROCKVILLE,CLEAR,UNKNOWN,TRAFFIC SIGNAL,35,39.09661284,-77.15338741,2023-06-11,15:55:00,2023,6,11
MCP1453009P,County,E GUDE DR,SOUTHLAWN LA,ANGLE MEETS RIGHT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09756667,-77.13650167,2022-08-03,10:59:00,2022,8,3
MCP3191002M,Maryland (State),HUNGERFORD DR,FREDERICK AVE #2,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09437612,-77.15323311,2021-06-03,16:15:00,2021,6,3
DD56330066,Maryland (State),VEIRS MILL RD,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.0787247,-77.13232631,2021-10-23,12:30:00,2021,10,23
DD5645001C,Municipality,RIDGWAY AVE,LEMAY RD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,,NO CONTROLS,15,39.06679414,-77.12157069,2021-09-27,12:05:00,2021,9,27
DD559500CC,Maryland (State),NORBECK RD,E GUDE DR,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,50,39.08817817,-77.13365783,2022-11-21,06:42:00,2022,11,21
MCP2765005N,Maryland (State),FREDERICK RD,REDLAND BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.11568333,-77.16689167,2021-04-02,19:30:00,2021,4,2
DD56480016,Municipality,MONROE ST,FLEET ST,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.08069352,-77.14994534,2022-10-15,13:13:00,2022,10,15
MCP3191003K,Maryland (State),FREDERICK RD,RIDGEMONT AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.11917996,-77.17176249,2022-06-24,10:00:00,2022,6,24
MCP22860058,Maryland (State),FREDERICK RD,W GUDE DR,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10640217,-77.1583905,2023-07-03,17:20:00,2023,7,3
MCP23940048,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10513167,-77.15712,2021-03-07,11:20:00,2021,3,7
DD5540000Y,Maryland (State),ROCKVILLE PIKE,RICHARD MONTGOMERY DR,HEAD ON LEFT TURN,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,30,39.08030814,-77.14408827,2021-05-16,15:11:00,2021,5,16
DD5653001J,Maryland (State),HUNGERFORD DR,MANNAKEE ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.096643,-77.15431467,2022-04-20,08:17:00,2022,4,20
MCP3168003Z,Maryland (State),W JEFFERSON ST,GREAT FALLS RD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.083975,-77.15695833,2022-01-11,18:11:00,2022,1,11
DD5657000J,Maryland (State),HUNGERFORD DR,A ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09225483,-77.15324733,2023-04-12,11:15:00,2023,4,12
MCP2047004K,Maryland (State),ROCKVILLE PIKE,ROLLINS AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.05883,-77.12191167,2022-06-17,07:10:00,2022,6,17
DD5651001G,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,NO CONTROLS,45,39.07434167,-77.11560041,2022-02-26,17:07:00,2022,2,26
DD5583007Z,Maryland (State),HUNGERFORD DR,FREDERICK AVE #2,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09429033,-77.15316883,2023-03-26,12:51:00,2023,3,26
DD5646001F,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLOUDY,WET,,50,39.09107914,-77.12719583,2021-09-01,07:45:00,2021,9,1
DD56650010,Municipality,REDLAND BLVD,PLEASANT DR,SINGLE VEHICLE,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,30,39.11331477,-77.17044216,2023-06-22,08:00:00,2023,6,22
DD5638002F,Maryland (State),FALLS RD,WOOTTON PKWY,HEAD ON,ROCKVILLE,SLEET,ICE,,35,39.07016333,-77.16960333,2021-02-13,10:00:00,2021,2,13
DD5612003N,Municipality,WOOTTON PKWY,TOWER OAKS BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.06676332,-77.15412591,2023-04-25,11:51:00,2023,4,25
MCP3274001N,Municipality,BALTIMORE RD,GLADSTONE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,PERSON,10,39.0835109,-77.12466882,2023-05-04,15:30:00,2023,5,4
DD5649002M,Municipality,MONROE ST,ARGYLE ST,OTHER,ROCKVILLE,,DRY,NO CONTROLS,25,39.0774844,-77.1515522,2022-09-29,17:49:00,2022,9,29
DD55200015,Maryland (State),ROCKVILLE PIKE,HALPINE RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.0769781,-77.1259553,2022-07-23,10:45:00,2022,7,23
DD5652001S,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07498152,-77.11573067,2022-11-16,13:32:00,2022,11,16
DD56440025,Maryland (State),ROCKVILLE PIKE,HALPINE RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,35,39.06179441,-77.12408816,2022-01-05,15:00:00,2022,1,5
DD5662000C,Municipality,N WASHINGTON ST,W MONTGOMERY AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08425193,-77.1529319,2023-06-19,19:30:00,2023,6,19
DD5650000C,Maryland (State),FIRST ST,BALTIMORE RD,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.0848045,-77.13587733,2021-08-13,08:01:00,2021,8,13
DD5633005Q,Maryland (State),VEIRS MILL RD,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,40,39.0785504,-77.13120613,2021-07-02,12:00:00,2021,7,2
DD55200018,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07512,-77.11527,2022-09-19,12:10:00,2022,9,19
MCP23560031,Maryland (State),FREDERICK RD,REDLAND BLVD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.11559478,-77.16615843,2023-07-07,19:56:00,2023,7,7
DD5657000X,Maryland (State),HUNGERFORD DR,PARK RD,OPPOSITE DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.08564783,-77.14877517,2023-06-23,12:00:00,2023,6,23
MCP29310052,County,MONTROSE RD,TILDENWOOD DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,40,39.05393822,-77.13820947,2021-03-18,16:30:00,2021,3,18
DD561500BM,Maryland (State),HUNGERFORD DR,BEALL AVE #2,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.08751684,-77.15000854,2021-10-18,20:20:00,2021,10,18
DD55750021,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,,50,39.23651167,-77.29036,2021-07-17,22:16:00,2021,7,17
MCP2765005N,Maryland (State),FREDERICK RD,REDLAND BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.11568333,-77.16689167,2021-04-02,19:30:00,2021,4,2
DD56030093,Maryland (State),NORBECK RD,E GUDE DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09035447,-77.12917657,2022-02-06,16:25:00,2022,2,6
DD56330066,Maryland (State),VEIRS MILL RD,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.0787247,-77.13232631,2021-10-23,12:30:00,2021,10,23
DD5631003V,Maryland (State),VEIRS MILL RD,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,40,39.0787792,-77.1305782,2021-04-13,01:40:00,2021,4,13
DD56590008,Municipality,VEIRS MILL SERV RD,BRADLEY AVE,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.07497477,-77.1155662,2023-03-24,21:32:00,2023,3,24
DD5653002C,Maryland (State),E JEFFERSON ST,MARYLAND AVE,HEAD ON LEFT TURN,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,30,39.0827017,-77.15114127,2023-06-29,19:04:00,2023,6,29
DD5647002D,Municipality,CLAGETT DR,WADE AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,15,39.07466348,-77.13128602,2022-10-07,09:11:00,2022,10,7
MCP25520041,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIR REAR END,ROCKVILLE,,DRY,,35,39.09078832,-77.17909461,2021-11-01,13:00:00,2021,11,1
DD56310045,Municipality,BRADLEY AVE,BROADWOOD DR,SAME DIR REND LEFT TURN,ROCKVILLE,CLEAR,DRY,,30,39.0838425,-77.1537475,2021-10-03,04:00:00,2021,10,3
MCP2931005B,Maryland (State),ROCKVILLE PIKE,EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07475,-77.13579333,2021-09-25,16:23:00,2021,9,25
DD5540001R,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,35,39.07103802,-77.1320532,2022-05-22,17:54:00,2022,5,22
MCP22860046,Interstate (State),EISENHOWER MEMORIAL HWY,W GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,55,39.09208,-77.175155,2022-02-25,19:00:00,2022,2,25
MCP2016006N,County,MONTROSE RD,TOWER OAKS BLVD,SAME DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,,40,39.05420517,-77.14317133,2022-11-30,09:30:00,2022,11,30
DD56500023,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,45,39.0913805,-77.12605833,2022-09-14,17:35:00,2022,9,14
DD5647000L,County,CHAPMAN AVE,CHAPMAN AVE (BACK),SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.060782,-77.120897,2021-03-10,14:35:00,2021,3,10
DD56530026,Maryland (State),ROCKVILLE PIKE,HALPINE RD,HEAD ON LEFT TURN,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,35,39.06197733,-77.12414252,2023-06-11,19:56:00,2023,6,11
DD5631004B,Municipality,SPRING AVE,DOUGLAS AVE,OTHER,ROCKVILLE,CLEAR,DRY,,30,39.09333,-77.14902,2022-05-15,02:45:00,2022,5,15
DD5567000T,Municipality,E JEFFERSON ST,ROLLINS AVE,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,30,39.05837114,-77.12629156,2022-10-25,19:41:00,2022,10,25
DD56070043,Municipality,BEALL AVE #2,FOREST AVE,OTHER,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.0868935,-77.158811,2022-12-13,18:05:00,2022,12,13
MCP242500HK,Municipality,N HORNERS LA,SOUTHLAWN LA,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,STOP SIGN,25,39.093625,-77.1437,2022-07-25,14:42:00,2022,7,25
DD56480012,Municipality,SEVEN LOCKS RD,WOOTTON PKWY,SAME DIR REAR END,ROCKVILLE,RAINING,WET,,30,39.06662621,-77.16143455,2022-10-02,15:15:00,2022,10,2
DD5649001F,Municipality,CURRIER DR,DEFOE ST,HEAD ON,ROCKVILLE,,DRY,NO CONTROLS,25,39.08043167,-77.17580667,2021-11-12,14:03:00,2021,11,12
DD56070046,Municipality,BEALL AVE #2,LYNCH ST,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08771733,-77.16481683,2023-01-28,23:00:00,2023,1,28
MCP3283001B,Municipality,N WASHINGTON ST,DAWSON AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,0,39.089315,-77.15379,2022-03-11,18:33:00,2022,3,11
DD5645000T,Maryland (State),ROCKVILLE PIKE,TEMPLETON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.06578667,-77.127335,2021-01-11,12:19:00,2021,1,11
DD5624004Q,Municipality,E GUDE DR,TAFT ST,ANGLE MEETS LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.0942985,-77.13243091,2021-04-27,17:19:00,2021,4,27
DD559500BX,Maryland (State),NORBECK RD,AVERY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.07997592,-77.13826298,2022-06-29,18:20:00,2022,6,29
MCP22980117,Maryland (State),FREDERICK RD,REDLAND BLVD,HEAD ON LEFT TURN,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,40,39.11581833,-77.16639833,2022-09-12,19:15:00,2022,9,12
DD56700003,Maryland (State),FALLS RD,KERSEY LA,HEAD ON LEFT TURN,ROCKVILLE,,DRY,TRAFFIC SIGNAL,30,39.06649092,-77.17417574,2023-06-20,19:27:00,2023,6,20
DD55220057,Municipality,BALTIMORE RD,AVERY RD,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08411748,-77.12699062,2022-05-25,01:28:00,2022,5,25
DD55020078,Maryland (State),ROCKVILLE PIKE,MT VERNON PL,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.07839092,-77.1410492,2023-04-06,14:55:00,2023,4,6
DD5620008R,Municipality,PARK RD,N HORNERS LA,OPPOSITE DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,25,39.08592507,-77.14544944,2022-12-09,14:50:00,2022,12,9
MCP29310053,County,MONTROSE RD,NORTH FARM LA,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.05485333,-77.14564,2021-04-22,16:28:00,2021,4,22
MCP20160064,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.05912333,-77.15083333,2022-04-13,06:59:00,2022,4,13
DD5647002G,Municipality,AUBURN AVE,PURDUE CT,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLOUDY,WET,NO CONTROLS,15,39.10148027,-77.1648825,2022-10-13,14:30:00,2022,10,13
MCP3229001G,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.0593155,-77.12223517,2022-03-11,17:45:00,2022,3,11
MCP2832007S,County,MONTROSE RD,TOWER OAKS BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,WET,TRAFFIC SIGNAL,40,39.0557885,-77.149963,2023-01-03,14:35:00,2023,1,3
DD56490027,Municipality,MARYLAND AVE,E MIDDLE LA,OTHER,ROCKVILLE,,DRY,TRAFFIC SIGNAL,20,39.08508084,-77.15089649,2022-06-13,08:01:00,2022,6,13
DD56470029,Maryland (State),FALLS RD,WOOTTON PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.0760477,-77.1626286,2022-09-19,09:25:00,2022,9,19
MCP2814003C,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,45,39.11469871,-77.18581877,2022-11-11,06:42:00,2022,11,11
DD5649002C,Municipality,BROADWOOD DR,FLETCHER PL,OTHER,ROCKVILLE,RAINING,WET,NO CONTROLS,25,39.0831111,-77.1303848,2022-08-11,08:30:00,2022,8,11
DD5636003Z,Municipality,W MIDDLE LA,N WASHINGTON ST,OPPOSITE DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,30,39.08501354,-77.15289672,2021-02-26,20:48:00,2021,2,26
DD5638002F,Maryland (State),FALLS RD,WOOTTON PKWY,HEAD ON,ROCKVILLE,SLEET,ICE,,35,39.07016333,-77.16960333,2021-02-13,10:00:00,2021,2,13
